id,source,original_text,original_word_count,summary,summary_word_count
232,Web Scrape,"The eighth season opens with the five-part event ""Armageddon"". Thawne causes Barry to be targeted by Despero, who claims that Barry will destroy the Earth in 2031. Later, Barry enters Thawne's ""Reverse-Flashpoint"" timeline, where he was Flash and Barry was Reverse-Flash. With help from Damien Darhk, Barry restores the original timeline, prevents Joe's death, and spares Thawne from his erasure by removing his speed. Later, Team Flash fights Deathstorm, whose defeat comes at the cost of Frost's life, devastating her boyfriend Chillblaine. Barry also encounters Meena Dhawan, who has gained super-speed with help from a revived time remnant of Thawne. They contend with the newly-born negative counterparts of the Strength, Sage, and Still Force, who use Iris to revive Thawne in his time remnant's body, but are then defeated, with Thawne being removed from the timeline.",136,"Thawne is the eighth season of the five-part event Armageddon Barry restores the original timeline, prevents Joe is death, and spares Thawne from his erasure.",25
233,Web Scrape,"The ninth and final season opens with Team Flash joining forces with former enemies in order to defeat the Red Death, who is later revealed to be Ryan Wilder from an alternate Earth. Later, Rosso returns to infect the newly-recreated multiverse, but Barry stops him with help from Oliver Queen, John Diggle, and Wally West. After this, Eddie, who had been mysteriously resurrected with false memories, is chosen as the new avatar for the Negative Speed Force, becoming the speedster Cobalt Blue. Bringing Eobard, Zoom, Savitar, and Godspeed back with him, Eddie fights against Team Flash, but ultimately stands down and forms a truce with Barry. The series ends with Nora's birth, and Barry choosing Avery Ho, Max Mercury, and Jess Chambers to become new speedsters.",126,"the ninth and final season opens with team Flash joining forces with former enemies. the series ends with the creation of the new avatar for the Negative Speed Force. the series ends with the birth of the new speedster, who is later revealed to be Ryan Wilder.",47
234,Web Scrape,"On July 30, 2013, it was announced that Arrow co-creators Greg Berlanti and Andrew Kreisberg, Arrow pilot director David Nutter, and DC Comics CCO Geoff Johns would develop a television series based on the Flash for The CW, and it would detail Barry Allen's origin. Kreisberg revealed after the announcement that Allen would first appear as a recurring character on Arrow in three episodes of season two—all written by Berlanti, Kreisberg and Johns—and the last of the episodes would act as a backdoor pilot for the new show. Kreisberg added that Allen would be a forensic scientist and the introduction of his superpowers, as well as the reactions to this, will be very human and grounded. Johns stated that the character of the Flash in the show would resemble his comic book counterpart, complete with his trademark red costume, and not be a poor imitation. Kreisberg elaborated: ""No sweat.",149,a tv series based on the Flash for The CW would detail Barry Allen is origin. the last of the episodes would act as a backdoor pilot for the new show. the character of the Flash would resemble his comic book counterpart.,42
235,Web Scrape,"Barry ultimately appeared twice in Arrow's second season, with the planned backdoor pilot cancelled in favor of a traditional pilot by The CW executives, who had been impressed by early cuts of Barry's first two episodes on Arrow. This allowed the creative team to flesh out Barry's story and his world on a bigger budget, as opposed to a backdoor pilot's constraint of incorporating characters from the parent show. The pilot was officially ordered on January 29, 2014, and was written by Berlanti, Kreisberg, and Johns, and directed by Nutter. On May 8, 2014, The Flash was officially picked up as a series, with an initial order of 13 episodes. Three more scripts were ordered in September 2014 following a positive response to newly completed episodes by executives, while a back ten was ordered the next month for a full 23-episode season.",142,"the pilot was officially ordered on January 29, 2014. the pilot was written by Berlanti, Kreisberg, and Johns. the pilot was written by Berlanti, Kreisberg, and Nutter.",27
236,Web Scrape,"With the commencement of production on the series' second season, former Arrow and Ugly Betty writer Gabrielle Stanton was promoted to executive producer and showrunner; after having served as consulting producer and writer on the first season's finale ""Fast Enough"". However, it was later reported that Kreisberg would be returning to sole showrunner duties at an unspecified time. That time was later proved to be at the start of 2016, ""Potential Energy"", when Stanton was no longer credited as being involved with the show. In May 2017, it was reported that Aaron Helbing would be departing the series. Helbing had served as a writer since the first season, and as co-showrunner, along with his brother Todd and Kreisberg, since the second. In 2019, Todd departed as showrunner, and Eric Wallace, who had been co-executive producer since the fourth season, was promoted to the sole showrunner, effective from season six.",149,former writer Gabrielle Stanton was promoted to executive producer and showrunner. he was promoted to the sole showrunner in 2016. he was credited with being involved with the show.,29
237,Web Scrape,"On April 2, 2018, The CW renewed the series for a fifth season, which premiered on October 9, 2018. On January 31, 2019, The CW renewed the series for a sixth season, which premiered on October 8, 2019. On January 7, 2020, the series was renewed for a seventh season, which premiered on March 2, 2021. In April 2020, Gustin, who had been contracted for seven seasons, said there had been discussions about renewing the series through a ninth season, but those were stalled due to the COVID-19 pandemic. On February 3, 2021, the series was renewed for an eighth season which premiered on November 16, 2021. In late January 2022, Gustin was reported to be renewing his contract for a ninth season. On March 22, 2022, The CW renewed the series for a ninth season. On August 1, 2022, it was announced that the series will be concluding.",149,"the series was renewed for a seventh season, which premiered on October 9, 2018. on January 7, 2020, the series was renewed for a seventh season. in April 2020, the series was renewed for an eighth season.",37
238,Web Scrape,"The costume was designed by Colleen Atwood, who also designed the costumes for Arrow. It features a burgundy color scheme, a masked helmet, and gold accents throughout, and went through multiple adjustments from the moment it was placed in computer renderings to the day of filming the pilot. Primarily made of leather, the suit contains areas with a stretchable material to allow Gustin room to bend. According to Atwood ""It was all about a costume that could sell speed, Grant was continually moving in the suit, so it had to be designed to make that all happen visually and functionally."" It initially took Gustin approximately 40 minutes to get into his costume, as the first cowl was prosthetic and had to be zipped and glued to his face. This was cut down to approximately 15 minutes by episode eight, when designers were able to develop a new cowl that.",149,"the costume was designed by Colleen Atwood. it features burgundy color scheme, a masked helmet, and gold accents throughout. it was cut down to approximately 15 minutes by episode eight.",30
239,Web Scrape,"The main costume was redesigned for the fourth season. The new costume had a brighter color scheme, more gold accents throughout, gold earpieces, and lightning bolts on the arms and legs. The suit also featured a gold lightning belt. The costume was yet again redesigned for the shows fifth season, with the cowl's chinstrap and the suits' gold accents being removed. Production on the pilot began in March 2014, with filming taking place in Vancouver, British Columbia; additional filming for the series takes place in Portland, Oregon. On how action sequences are shot for the series, compared to Arrow, Gustin said, ""When shoot action sequences, pretty much what you see is what you get and they're really doing everything. We do a lot of plate shots that are empty shots of the area we're going to be in and then they're putting us in later in post. I do.",149,the main costume was redesigned for the fourth season. the suit also featured a gold lightning belt. the pilot began in march 2014.,23
240,Web Scrape,"Arrow composer Blake Neely is the primary composer of the series, and was first hired in April 2014 to score the pilot. He had previously composed a theme for Barry Allen which was featured in Arrow's season two episodes ""The Scientist"" and ""Three Ghosts"". The theme was titled ""The Scientist"" when it was released on the Arrow: Season 2 soundtrack. According to Neely, ""It had to be different ... but it also couldn't be so different that it couldn't fit in the Arrow universe,... it had to be in a style that could hold hands with Arrow."" On December 18, 2014, WaterTower Music released a selection of music from The Flash/Arrow crossover episodes, as well as two bonus tracks from their respective 2014 midseason finales. The first season, two-disc soundtrack was released on October 16, 2015. The second season's soundtrack was released digitally on July 22, 2016, and in.",149,Blake Neely was first hired in April 2014 to score the pilot. he composed a theme for Barry Allen. the theme was titled The Scientist.,25
241,Web Scrape,"The sound design for the series is handled by Mark Camperell. The sound effect for Barry is made up of elements of thunder, electricity, jets, fireballs, and various custom whooshes and impacts. Speaking about designing the sound for the Flash's ability, Mark says: ""My approach for the sounds of the Flash's ability was to editorially treat him like a really aggressively driven hot rod. This doesn't mean that I used car sounds for him, though. What I mean is that when thinking about how to edit his sounds, I thought about it like cutting a car chase."" The Flash was screened at the Warner Bros. Television and DC Entertainment panel at San Diego Comic-Con in July 2014. The series officially premiered on The CW on October 7, 2014, during the 2014–15 television season and also premiered in Canada on the same night. The second episode was screened at New.",149,"the sound effect for the series is handled by Mark Camperell. the sound effect for the series is made up of elements of thunder, electricity, jets, fireballs. the series premiered on the CW on the same night.",37
242,Web Scrape,"The complete first season was first released on Blu-ray and DVD in Region 1 on September 22, 2015, the second season on September 6, 2016, the third season on September 5, 2017, the fourth season on August 28, 2018, and the fifth season on August 27, 2019. Each season release contains additional features, which include: making-of featurettes, episode commentaries, deleted scenes, gag reels, and Comic-Con panels. The second, fourth and fifth season boxsets include the Arrowverse crossover episodes from the other connected television series, as well as commentary on those episodes. On Netflix in the United States, the first season became available for streaming on October 6, 2015, the second season on October 4, 2016, the third season on May 31, 2017, the fourth season on May 30, 2018, and the fifth season on May 22, 2019. In India, the series streamed on Hotstar due to a partnership between.",149,"the complete first season was first released on Blu-ray and DVD in Region 1 on September 22, 2015. the second season on September 6, 2016, the third season on September 5, 2017, the fourth season on August 28, 2018, and the fifth season on August 27, 2019. Each season release contains additional features, including: making-of featurettes, episode commentaries, deleted scenes, and comic-Con panels.",63
243,Web Scrape,"The first episode of The Flash was watched by 4.8 million viewers and had a 1.9 18–49 demographic rating, making it The CW's most watched and highest rated series premiere since The Vampire Diaries in 2009. Factoring Live + 7 day ratings, the pilot was watched by a total of 6.8 million viewers, becoming The CW's most-watched telecast and the highest-rated premiere among men 18–34 (2.5 rating). It broke the previous record for the most-watched telecast held by the cycle 8 finale of America's Next Top Model in 2007 (6.69 million). Additionally, across all platforms, including initiated streams on digital platforms and total unduplicated viewers on-air over two airings the week of October 7, 2014, the premiere was seen more than 13 million times.",124,the pilot was watched by 4.8 million viewers and had a 1.9 18–49 demographic rating. it broke the previous record for the most-watched telecast held by the cycle 8 finale of America is Next Top Model in 2007.,38
244,Web Scrape,"The Canadian premiere was watched by 3.11 million viewers, making it the most-watched broadcast that night and the second for that week. In the United Kingdom, the premiere was the fourth highest-rated broadcast of the week and the eleventh of that month, with 1.53 million viewers. The timeshifted version got 82,000 viewers. The premiere in Australia was the most-watched broadcast on pay television, with 129,000 viewers tuning in. In 2016, according to an analysis from Parrot Analytics, which used ratings data (where available), peer-to-peer sharing, social media chatter, and other factors to estimate viewer demand for various shows, The Flash was the 5th most popular show in the world with 3.1 million demand expressions per day, behind Game of Thrones, The Walking Dead, Pretty Little Liars, and Westworld. TorrentFreak also gauged The Flash as the fourth most-torrented television show of 2016.",141,"the premiere in the united kingdom was the fourth highest-rated broadcast of the week and the eleventh of that month. the timeshifted version got 82,000 viewers. the premiere in the united kingdom was the most-watched broadcast on pay television.",39
245,Web Scrape,"The review aggregator website Rotten Tomatoes gave the first season a 92% approval rating with an average rating of 7.75/10 based on 63 reviews. The website's consensus reads, ""The Flash benefits from its purposefully light atmosphere, making it a superhero show uniquely geared toward genre fans as well as novices."" Metacritic, which uses a weighted average, assigned a score of 73 out of 100, based on 27 reviews, indicating ""generally favorable reviews"". IGN's Eric Goldman and Joshua Yehl praised the show's premise and cast after viewing a press screening copy of the pilot. Goldman and Yehl favorably compared it to Arrow, stating that The Flash progresses with a confidence that Arrow did not get until later in the series. Reviews for the series became increasingly positive as the season progressed, with the finale receiving critical acclaim. Noel Murray of The A.V. Club gave the season a B+ overall, giving.",149,the first season of the series was a 92% approval rating. the website is consensus reads the Flash benefits from its purposefully light atmosphere the series' finale received critical acclaim.,30
246,Web Scrape,"The Flash has been nominated for six BMI Film, TV & Visual Media Awards (won all), two Hollywood Post Alliance Awards, one Hugo Award, seventeen IGN Awards (winning four), ten Kids' Choice Awards, sixteen Leo Awards (winning five), two MTV Movie & TV Awards, five People's Choice Awards (winning one), one Primetime Emmy Award, twenty-two Saturn Awards (winning seven), one TCA Award, twenty-seven Teen Choice Awards (winning six), one TV Guide Award (won), and one Visual Effects Society Award. The show also holds the world records for ""Most in-demand superhero TV show"" and ""Most in-demand action and adventure TV show"" from the Guinness World Records. In 2016, Rolling Stone ranked the show 23rd on its list of the ""40 Best Science Fiction TV Shows of All Time"".",127,"the flash nominated for six BMI Film, TV & Visual Media Awards. the show holds the world records for Most in-demand superhero TV show and Most in-demand action and adventure TV show.",32
247,Web Scrape,"The Flash: Season Zero, written by Kreisberg, Brooke Eikmeier and Katherine Walczak, with art by Phil Hester and Eric Gapstur, is intended to take place between the pilot episode and episode 2. Kreisberg stated, ""Barry will be the Flash, he will have his team, everyone will be in that world, and we'll introducing a new set of villains that we won't be seeing on the TV show. It'll feel like the same heart, humor and spectacle that you get watching Flash."" The comic will showcase the entire TV cast, plus new rogues, a group of circus performers who gained super powers as a result of the S.T.A.R. Labs particle accelerator explosion. The group is led by Mr. Bliss, a character who first appeared in Starman. The comic launched digitally biweekly on September 8, 2014, with its first physical release featuring a collection of the digital releases, releasing on October 1.",150,"the comic will feature the entire TV cast, plus new rogues. the comic will feature the entire cast, plus new rogues. the comic launched digitally biweekly on september 8, 2014.",30
248,Web Scrape,"On February 24, 2015, The CW launched a blog account known as The Chronicles of Cisco. The blog, originally based at Tumblr, features posts written by the fictional character of Cisco Ramon, at first serving as write-ups of the metahuman villains on the show. Starting with the second season of the show, the posts evolved into the general musings of Ramon and his commentary on the events during and outside of The Flash's episodes. On September 17, 2019, The Chronicles of Cisco moved to Instagram. On April 19, 2016, a four-episode series of shorts, titled Chronicles of Cisco: Entry 0419, premiered. The series, which was presented by AT&T, features Valdes and Britne Oldford reprise their role as Cisco Ramon and Shawna Baez / Peek-a-Boo, respectively. Set in the second season of the television series, the series sees Cisco attempting to make the Flash suit bulletproof and body-odor proof. While.",149,the CW launched a blog account called The Chronicles of Cisco. the blog features posts written by the fictional character of Cisco Ramon. the posts evolved into the general musings of Ramon.,32
249,Web Scrape,"On November 14, 2017, a three-episode series of shorts, known as ""Stretched Scenes"", premiered. The series, presented by Microsoft Surface, features Hartley Sawyer, Danielle Panabaker, and Candice Patton as Ralph Dibny, Cailtin Snow, and Iris West respectively. Set during the show's fourth season, it shows Dibny as he continually bothers Cailtin and Iris for their help, or for attention. The shorts premiered online as well as during the commercial breaks of the episodes ""When Harry Met Harry..."", ""Therefore I Am"", and ""Don't Run"". The series has also been featured in other video games based on DC Comics property. In the mobile version of Injustice: Gods Among Us, the show's versions of the Flash and Reverse-Flash appear as alternate costumes for the Flash. The show's version of S.T.A.R. Labs also appears as a hidden area in Lego Dimensions. The video game Lego DC Super-Villains features DLC inspired by The Flash.",149,the series premiered on the web and during commercial breaks. the shorts are set during the show is fourth season.,20
250,Web Scrape,"On November 29, 2016, Titan Books released The Flash: The Haunting of Barry Allen, a tie-in novelization written by Susan and Clay Griffith, set during the course of the second season, after Barry has closed the temporal anomaly that nearly destroyed Central City. Barry must seek help from Oliver Queen, due to his own abilities beginning to break down, in order to deal with five members of his Rogues Gallery—including Pied Piper, Weather Wizard, and Peek-a-Boo. The story continued in Arrow: A Generation of Vipers, released on March 28, 2017. A subsequent novel, following the villain Weather Wizard in his attempts at revenge, was released in May 2018. Written by Richard A. Knaak, it is titled The Flash: Climate Changeling.",120,"the story continues in Arrow: A Generation of Vipers, released on march 28, 2017. it follows the villain Weather Wizard in his attempts at revenge.",25
251,Web Scrape,"In October 2017, Abrams Books started a new trilogy of The Flash novels, written by Barry Lyga, aimed at middle-grade readers in tandem with a similar trilogy of Supergirl novels. The first, The Flash: Hocus Pocus, was released on October 3, 2017. The novel takes place in an alternate timeline where the show's ""Flashpoint"" event never occurred, and The Flash must fight a villain known as Hocus Pocus who can control the minds and actions of people. A sequel, The Flash: Johnny Quick was released on April 3, 2018, as well as a third novel, titled The Flash: The Tornado Twins, on October 2, 2018. On October 21, 2016, ""The Art and Making of The Flash"" by Abbie Bernstein was released. This is a 160-page behind-the-scenes book with production art and behind-the-scenes photography. The book also includes interviews with the cast and crew from the show.",146,"the first, The Flash: Hocus Pocus, was released on October 3, 2017. the novel takes place in an alternate timeline where the show is Flashpoint event never occurred.",28
252,Web Scrape,"In May 2018, Titan Books released the first guidebook for The Flash, written by Nick Aires from the perspective of Cisco Ramon. S.T.A.R. Labs: Cisco Ramon's Journal features ""his confidential journal entries, covering everything from his tech designs, the villains and other heroes the team encounter, the team's personal challenges and his own Vibe abilities prior to Flashpoint."" A second guidebook for The Flash was released in November 2018, this time published by Abrams Books. The Secret Files of Barry Allen: The Ultimate Guide to the Hit TV Show features the Flash's ""top-secret notes"", as well as ""classified S.T.A.R. Labs dossiers on everyone in Central City"", an episode guide on the first four season of the series, and details on the life of the Flash ""in Barry's own words.""",129,the first guidebook for the Flash was released in may 2018. the first guidebook for the Flash features the Flash is top-secret notes.,23
253,Web Scrape,"Audio studio Serial Box is currently developing an audio series based on The Flash, titled The Flash: Rogues. The series will feature Lex Luthor altering the timeline in order to turn The Flash, Green Arrow, White Canary, and Supergirl evil, while their friends attempt to fix the timeline. The series currently has eight episodes planned. In January 2015, The CW president Mark Pedowitz announced the intention to do a Flash/Arrow crossover every season, and The CW announced that an animated web-series, Vixen, featuring the DC heroine of the same name and set in the universe of Arrow and The Flash, would be debuting on CW Seed in late 2015. The character is expected to make a live-action appearance on Arrow and/or The Flash as well. The next month, it was reported that a spin-off series, which is described as a superhero team-up show, was in discussion by The CW.",149,"Serial Box is developing an audio series based on The Flash. the series will feature Lex Luthor altering the timeline. the characters will turn The Flash, Green Arrow, White Canary and Supergirl evil.",33
254,Web Scrape,"The second season begins to explore the concept of the multiverse by introducing Earth-2, which features doppelgängers of the inhabitants of Earth-1 (the main setting of Arrow, The Flash, and Legends of Tomorrow), along with Jay Garrick, the Flash of Earth-3, and Zoom. In the episode ""Welcome to Earth-2"", as Barry, Cisco and Harrison Wells of Earth-2 travel to Earth-2, glimpses of the multiverse are seen, including an image of Supergirl star Melissa Benoist as Supergirl and an image of John Wesley Shipp as the Flash from the 1990 television series, implying the two characters and their respective television series exist on alternate Earths to Earth-1; Supergirl's world is later designated Earth-38 in the Arrowverse multiverse. Gustin appeared as Barry on the eighteenth episode of Supergirl, ""Worlds Finest"", which aired on CBS on March 28, 2016. Intersecting with the events of the eighteenth episode of The Flash, which aired.",149,the second season begins to explore the concept of the multiverse. the multiverse features doppelgängers of the inhabitants of Earth-1. the multiverse features an image of Supergirl star Melissa Benoist as Supergirl.,32
255,Web Scrape,"Mělčany is a municipality and village in Brno-Country District in the South Moravian Region of the Czech Republic. It has about 500 inhabitants. Mělčany lies approximately 17 kilometres (11 mi) south-west of Brno and 187 km (116 mi) south-east of Prague. This South Moravian Region location article is a stub. You can help Wikipedia by adding missing information. Campbells Bay is a suburb of the North Shore located in Auckland, New Zealand. Campbells Bay is located in the East Coast Bays of the North Shore, between Mairangi Bay and Castor Bay. The bay to the east shares the same name as the suburb, and looks out towards the Hauraki Gulf and the Coromandel Peninsula. South of Campbells Bay beach is a cliff, known as Red Bluff.",126,the municipality of Mlany is a village in the south-west of the Czech Republic. it has about 500 inhabitants.,19
256,Web Scrape,"The land is primarily formed from clay and Waitemata sandstone, which can be seen in the cliffs along the coast. Prior to human settlement, the inland Campbells Bay area was primarily a northern broadleaf podocarp forest, dominated by kauri, with significant numbers of tōtara, mataī, miro, kauri and kahikatea trees. Pōhutukawa trees were a major feature of the coastline. Māori settlement of the Auckland Region began around the 13th or 14th centuries. The North Shore was settled by Tāmaki Māori, including people descended from the Tainui migratory canoe and ancestors of figures such as Taikehu and Peretū. Many of the Tāmaki Māori people of the North Shore identified as Ngā Oho. While the poor soils around the East Coast Bays hindered dense settlement, traditional resources in the area included fish, shellfish and marine birds. The traditional name for the coast between Murrays Bay and Campbells Bay is Waipapa.",148,"the land is primarily formed from clay and Waitemata sandstone. the inland Campbells Bay area was primarily a northern broadleaf podocarp forest. the area was dominated by kauri, with significant numbers of ttara, mata, miro, kauri and kahikatea trees.",39
257,Web Scrape,"The warrior Maki migrated from the Kāwhia Harbour to his ancestral home in the Auckland Region, likely sometime in the 17th century. Maki conquered and unified many the Tāmaki Māori tribes as Te Kawerau ā Maki, including those of the North Shore. After Maki's death, his sons settled different areas of his lands, creating new hapū. His younger son Maraeariki settled the North Shore and Hibiscus Coast, who based himself at the head of the Ōrewa River. Maraeariki's daughter Kahu succeeded him, and she is the namesake of the North Shore, Te Whenua Roa o Kahu (""The Greater Lands of Kahu""). Many of the iwi of the North Shore, including Ngāti Manuhiri, Ngāti Maraeariki, Ngāti Kahu, Ngāti Poataniwha, Ngāi Tai Ki Tāmaki and Ngāti Whātua, can trace their lineage to Kahu.",131,the warrior Maki migrated from the Kwhia Harbour to his ancestral home in the Auckland region. his younger son Maraeariki settled the North Shore and Hibiscus Coast.,27
258,Web Scrape,"By the 18th century, the Marutūāhu iwi Ngāti Paoa had expanded their influence to include the islands of the Hauraki Gulf and the North Shore. After periods of conflict, peace had been reached by the 1790s. The earliest contact with Europeans began in the late 18th century, which caused many Tāmaki Māori to die of rewharewha, respiratory diseases. During the early 1820s, most Māori of the North Shore fled for the Waikato or Northland due to the threat of war parties during the Musket Wars. Most people had returned by the late 1820s and 1830s. In 1841, the Crown purchased the Mahurangi and Omaha blocks; an area that spanned from Takapuna to Te Ārai. The purchase involved some iwi with customary interests in the area, such as Ngāti Paoa, other Marutūāhu iwi and Ngāi Tai ki Tāmaki, but not others, such as Te Kawerau ā Maki or Ngāti Rango..",149,"the maruthu iwi Ngti Paoa had expanded their influence to include the islands of the hauraki Gulf and the north shore. the earliest contact with Europeans began in the late 18th century, which caused many Tmaki Mori to die of rewharewha, respiratory diseases.",43
259,Web Scrape,"The land at Campbells Bay was first purchased by John Logan Campbell in 1845. In 1850, Scottish immigrant Donald Mackay from Reay came to New Zealand to join his brother Alexander Mackay, who was farming land near Lake Pupuke. Alexander Mackay bought 60 acres of land from Campbell, to develop into a farm worked by his brother Donald. Around this period, one of the largest kauri gum diggers camps on the North Shore was established in the area. Originally known as Donalds Bay, the bay became known as Johnston's Bay, after the Johnston family from County Tyrone in Northern Ireland set up a dairy farm and grew vegetables in the area. The Johnston family sold their milk to residents in Takapuna and the gum diggers who visited the area. In 1885, 70 hectares of scrubland was gazetted as a nature reserve called the Takapuna Domain (renamed Centennial Park in.",149,"the land at Campbells Bay was first purchased by John Logan Campbell in 1845. in 1850, he bought 60 acres of land from Campbell to develop into a farm. around this period, one of the largest kauri gum diggers camps on the north shore was established in the area.",49
260,Web Scrape,"The Johnston family sold the farm to a farmer named Mr. Cave in 1888, around the time that orchards became an important feature of the farm. In 1894, Mr. Cave sold the property to Duncan Campbell, well known for his Auckland shoe store, after which the bay became known as Campbells Bay. In 1912, the farm was subdivided, and Campbells Bay became a popular spot for holidayers, due to its relative proximity to the terminus for the Milford to Bayswater tram. Holiday baches were built in the area until World War I stopped the construction of new baches. In 1914, a portion of the Takapuna Domain became the Pupuke Golf Club, and from 1920 better roading in the area led to the construction of permanent homes.",126,the family sold the farm to a farmer named Mr. Cave in 1888. the farm became known as Campbells Bay in 1912.,22
261,Web Scrape,"In 1938, the Central Methodist Mission established a health camp at Campbells Bay, which by the 1940s became the main health camp for in-need youth in Auckland. In 1940 to celebrate 100 years since the establishment of Auckland, Takapuna Domain was renamed Centennial Park, and extensive planting was done to create a native bush. During World War II, defensive pillboxes were constructed in Centennial Park. From 1876 until 1954, the area was administered by the Waitemata County, a large rural county north and west of the city of Auckland. In 1954, the area split from the county, forming the East Coast Bays Borough Council, which became East Coast Bays City in 1975. In 1989, the city was merged into the North Shore City. North Shore City was amalgamated into Auckland Council in November 2010.",134,"the central Methodist mission established a health camp at Campbells Bay in 1938. the area was renamed Centennial Park, and extensive planting was done to create a native bush. the area split from the county, forming the East Coast Bays Borough Council.",42
262,Web Scrape,"Within the Auckland Council, Campbells Bay is a part of the Hibiscus and Bays local government area governed by the Hibiscus and Bays Local Board. It is a part of the Albany ward, which elects two councillors to the Auckland Council. Campbells Bay covers 1.74 km2 (0.67 sq mi) and had an estimated population of 2,960 as of June 2025, with a population density of 1,701 people per km2. Campbells Bay had a population of 2,847 in the 2023 New Zealand census, a decrease of 42 people (−1.5%) since the 2018 census, and an increase of 12 people (0.4%) since the 2013 census. There were 1,419 males, 1,422 females and 6 people of other genders in 966 dwellings. 2.3% of people identified as LGBTIQ+. The median age was 42.1 years (compared with 38.1 years nationally). There were 540 people (19.0%) aged under 15 years, 489 (17.2%) aged 15 to.",149,"Campbells Bay is a part of the Auckland council governed by the Hibiscus and Bays Local Board. it is a part of the Albany ward, which elects two councillors to the council. Campbells Bay had a population of 2,847 in the 2023 new Zealand census.",45
263,Web Scrape,"People could identify as more than one ethnicity. The results were 75.8% European (Pākehā); 6.3% Māori; 0.7% Pasifika; 23.1% Asian; 2.0% Middle Eastern, Latin American and African New Zealanders (MELAA); and 1.6% other, which includes people giving their ethnicity as ""New Zealander"". English was spoken by 94.9%, Māori language by 0.4%, and other languages by 24.3%. No language could be spoken by 1.3% (e.g. too young to talk). New Zealand Sign Language was known by 0.1%. The percentage of people born overseas was 39.8, compared with 28.8% nationally. Religious affiliations were 28.5% Christian, 0.4% Hindu, 0.8% Islam, 0.8% Buddhist, 0.1% New Age, 0.6% Jewish, and 0.9% other religions. People who answered that they had no religion were 61.2%, and 6.4% of people did not answer the census question.",128,people could identify as more than one ethnicity. the results were 75.8% European ; 6.3% Mori; 0.7% Pasifika; 23.1% Asian. no language could be spoken by 1.3% .,28
264,Web Scrape,"Of those at least 15 years old, 1,068 (46.3%) people had a bachelor's or higher degree, 918 (39.8%) had a post-high school certificate or diploma, and 324 (14.0%) people exclusively held high school qualifications. The median income was $54,200, compared with $41,500 nationally. 666 people (28.9%) earned over $100,000 compared to 12.1% nationally. The employment status of those at least 15 was that 1,146 (49.7%) people were employed full-time, 411 (17.8%) were part-time, and 54 (2.3%) were unemployed. Campbells Bay Primary School is a coeducational contributing primary (years 1–6) school with a roll of 762 students as of March 2026, which opened in August 1925. In 1973, Kristin School was established at the former Methodist Health Camp in Campbells Bay. As the school grew rapidly, a new campus was opened in Albany in 1978.",134,"1,068 people had a bachelor is or higher degree, 918 had a post-high school certificate or diploma, and 324 people exclusively held high school qualifications. the median income was $54,200, compared with $41,500 nationally.",34
265,Web Scrape,"41°10′04″S 175°14′13″E﻿ / ﻿41.1678°S 175.2369°E﻿ / -41.1678; 175.2369 The Remutaka Rail Trail (spelled Rimutaka Rail Trail prior to 2017) is a walking and cycling track in the North Island of New Zealand. It runs between Maymorn and Cross Creek, and follows 22 kilometres (14 mi) of the original route of the Wairarapa Line over the Remutaka Range between the Mangaroa Valley and the Wairarapa, including the historic Rimutaka Incline on the Wairarapa side. Parts of the trail are also used by vehicles both from the regional council and from forestry companies with tree plantations in the area; members of the public have limited vehicular access from the Kaitoke end to a car park, go-kart track and gun range. Access is also granted by permission to horse riders. Touring coaches have been used upon occasion to convey tourists and other visitors to various parts of the route.",146,the remutaka rail trail is a walking and cycling track in the north island of new Zealand. it follows 22 kilometres of the original route of the Wairarapa Line. it follows the historic Rimutaka Incline on the Wairarapa side.,39
266,Web Scrape,"The trail is a popular regional recreation facility and is used by more than 30,000 walkers, runners, and cyclists annually. It is designated as one of New Zealand's Great Rides, and is part of a network of walking and cycling trails in public parks and reserves in the area. Several forestry roads diverge from the rail trail that are also used for recreational purposes. The Wellington City and Suburban Water Supply Board assumed ownership of the railway corridor land on the Wellington side of the Remutaka Ranges following closure of the railway line in 1955. They retained the railway bridges so as to maintain vehicular access to the area for forestry purposes. Trees were planted by forestry staff around the summit yard and along the route from the late 1950s to the early 1970s. Access was restricted, and it was rare for anyone to be granted permission to enter.",149,"the trail is a popular regional recreation facility and is used by more than 30,000 walkers, runners, and cyclists annually. it is designated as one of new Zealand is Great Rides and is part of a network of walking and cycling trails in public parks and reserves.",47
267,Web Scrape,"The Incline section became the responsibility of the New Zealand Forest Service. All railway-related structures were removed from Cross Creek and Summit in the years following closure of the line. The Cross Creek yard and incline section were gradually reclaimed by nature. The Siberia embankment collapsed during a severe storm in 1967 after its drainage became blocked. A similar problem caused the Summit tunnel to flood. The publication of A Line Of Railway in 1976 and establishment of Featherston’s Fell Engine Museum helped spur interest in the Incline, prompting the Forest Service to provide permanent access to Cross Creek in 1984. In order to facilitate recreational use of the formation, it drained Summit Tunnel and cleared the Cross Creek yard and incline formation. A proposal mooted in the mid 1980s for a walkway between Cross Creek and Kaitoke culminated in the opening of the Rimutaka Rail Trail on 1.",149,the cross Creek yard and incline section was gradually reclaimed by nature. the siberia embankment collapsed during a severe storm in 1967.,22
