id,source,original_text,original_word_count,summary,summary_word_count
2328,Web Scrape,"Lettuce is a North American funk band originating from Boston, Massachusetts in 1992. Its members are guitarist Adam ""Shmeeans"" Smirnoff, Nigel Hall (keyboards, Hammond B-3 organ, piano, vocals), Adam Deitch (drums/percussion), Erick ""Maverick"" Coomes (bass), Ryan Zoidis (saxophone) and Eric ""Benny"" Bloom (trumpet). Lettuce began in the summer of 1992, when all of its members attended a music program at Berklee College of Music in Boston, Massachusetts as teenagers. Brought together by the influence of various funk bands including Herbie Hancock, Earth, Wind and Fire, and Tower of Power, the band jammed throughout that summer before going their separate ways. In the fall of 1994, the band reconvened as undergrads at Berklee and attempted to play at various Boston jazz clubs, walking in and asking the club owners and other musicians if they would ""let us play"", giving birth to the name Lettuce. Michael Butler played keyboards with the.",149,"lettuce began in the summer of 1992. all of its members attended a music program at Berklee college of music in Boston, Massachusetts. the band jammed throughout that summer before going their separate ways.",34
2329,Web Scrape,"Mainly from word of mouth, Lettuce developed strong followings in New York City, San Francisco, Chicago, and Tokyo. They released their first CD, Outta Here, in 2002, followed by their Live in Tokyo album recorded at the Blue Note in 2003. In 2008, Lettuce released their second album, entitled Rage!. Drawing heavily from many of the leaders of the 1970s funk movement, Rage! features covers of Curtis Mayfield's ""Move on Up"" and Charles Wright & the Watts 103rd Street Rhythm Band's ""Express Yourself"". In 2011, Lettuce played on the Royal Family Ball tour with their brother band, Soulive, and was accompanied at select shows by Rashawn Ross of the Dave Matthews Band. During this tour, they began playing new songs that would be featured on the band's next album, Fly!, in 2012.",132,"Lettuce released their first CD, Outta Here, in 2002. in 2008, they released their second album, Rage!",17
2330,Web Scrape,"Many of Lettuce's members have had success in other areas of the music industry. Krasno and Evans are members of the jazz/organ trio Soulive. Zoidis is a former and founding member of the Rustic Overtones. Coomes is a session bass player and has toured with Britney Spears and The Game. Deitch is a producer who also plays with Break Science, and he has worked with John Scofield and Wyclef Jean. Smirnoff has toured with Lady Gaga and Robert Randolph and the Family Band. In addition to playing with Lettuce, Ross has been a full-time member of the Dave Matthews Band since 2010. Lettuce played with the Soul Rebels Brass Band on Jam Cruise 2013. The band's album Crush was released in November 2015 and reached number one on the U.S. Jazz Albums chart.",133,Krasno and Evans are members of the jazz/organ trio Soulive. Zoidis is a former and founding member of the Rustic Overtones.,21
2331,Web Scrape,"In 2020, Lettuce's album Elevate was nominated for a Grammy for Best Contemporary Instrumental Album. Luminance is a photometric measure of the luminous intensity per unit area of light travelling in a given direction. It describes the amount of light that passes through, is emitted from, or is reflected from a particular area, and falls within a given solid angle. The procedure for conversion from spectral radiance to luminance is standardized by the CIE and ISO. Brightness is the term for the subjective impression of the objective luminance measurement standard (see Objectivity (science) § Objectivity in measurement for the importance of this contrast). The SI unit for luminance is candela per square metre (cd/m2). A non-SI term for the same unit is the nit. The unit in the Centimetre–gram–second system of units (CGS) (which predated the SI system) is the stilb, which is equal to one candela per square.",149,"a photometric measure of the luminous intensity per unit area of light travelling in a given direction. it describes the amount of light that passes through, is emitted from, or is reflected from a particular area. the SI unit for luminance is candela per square metre.",46
2332,Web Scrape,"Luminance is often used to characterize emission or reflection from flat, diffuse surfaces. Luminance levels indicate how much luminous power could be detected by the human eye looking at a particular surface from a particular angle of view. Luminance is thus an indicator of how bright the surface will appear. In this case, the solid angle of interest is the solid angle subtended by the eye's pupil. Luminance is used in the video industry to characterize the brightness of displays. A typical computer display emits between 50 and 300 cd/m2. The sun has a luminance of about 1.6×109 cd/m2 at noon. Luminance is invariant in geometric optics. This means that for an ideal optical system, the luminance at the output is the same as the input luminance.",127,Luminance is used in the video industry to characterize the brightness of displays. a typical computer display emits between 50 and 300 cd/m2 at noon.,25
2333,Web Scrape,"For real, passive optical systems, the output luminance is at most equal to the input. As an example, if one uses a lens to form an image that is smaller than the source object, the luminous power is concentrated into a smaller area, meaning that the illuminance is higher at the image. The light at the image plane, however, fills a larger solid angle so the luminance comes out to be the same assuming there is no loss at the lens. The image can never be ""brighter"" than the source. Retinal damage can occur when the eye is exposed to high luminance. Damage can occur because of local heating of the retina. Photochemical effects can also cause damage, especially at short wavelengths.",122,the output luminance is at most equal to the input. the image can never be brighter than the source. damage can occur when the eye is exposed to high luminance.,30
2334,Web Scrape,"The IEC 60825 series gives guidance on safety relating to exposure of the eye to lasers, which are high luminance sources. The IEC 62471 series gives guidance for evaluating the photobiological safety of lamps and lamp systems including luminaires. Specifically it specifies the exposure limits, reference measurement technique and classification scheme for the evaluation and control of photobiological hazards from all electrically powered incoherent broadband sources of optical radiation, including LEDs but excluding lasers, in the wavelength range from 200 nm through 3000 nm. This standard was prepared as Standard CIE S 009:2002 by the International Commission on Illumination. A luminance meter is a device used in photometry that can measure the luminance in a particular direction and with a particular solid angle. The simplest devices measure the luminance in a single direction while imaging luminance meters measure luminance in a way similar to the way a digital camera.",149,"the IEC 62471 series gives guidance for evaluating the photobiological safety of lamps and lamp systems including luminaires. specifies the exposure limits, reference measurement technique and classification scheme for the evaluation and control of photobiological hazards from all electrically powered broadband sources of optical radiation.",45
2335,Web Scrape,"The luminance of a specified point of a light source, in a specified direction, is defined by the mixed partial derivative L v = d 2 Φ v d Σ d Ω Σ cos ⁡ θ Σ }= ^\Phi _ }} \Sigma \,\mathrm \Omega _\cos \theta _}}} where If light travels through a lossless medium, the luminance does not change along a given light ray. As the ray crosses an arbitrary surface S, the luminance is given by L v = d 2 Φ v d S d Ω S cos ⁡ θ S }= ^\Phi _ }} S\,\mathrm \Omega _\cos \theta _}}} where More generally, the luminance along a light ray can be defined as L v = n 2 d Φ v d G }=n^ \Phi _ }} G}}}.",131,"the luminance of a specified point of a light source is defined by the mixed partial derivative L v = d 2 v d d cos = Phi _ Sigma,mathrm Omega _cos theta _.",34
2336,Web Scrape,"The luminance of a reflecting surface is related to the illuminance it receives: ∫ Ω Σ L v d Ω Σ cos ⁡ θ Σ = M v = E v R , }L_}\mathrm \Omega _\cos \theta _=M_}=E_}R,} where the integral covers all the directions of emission ΩΣ, In the case of a perfectly diffuse reflector (also called a Lambertian reflector), the luminance is isotropic, per Lambert's cosine law. Then the relationship is simply L v = E v R π . }=}R}}.} A variety of units have been used for luminance, besides the candela per square metre. Luminance is essentially the same as surface brightness, the term used in astronomy. This is measured with a logarithmic scale, magnitudes per square arcsecond (MPSAS).",123,"luminance is essentially the same as surface brightness, the term used in astronomy. a range of units have been used for luminance, besides the candela per square metre.",28
2337,Web Scrape,"Portrait of M & N (MとNの肖像, M to N no Shōzō) is a manga by Tachibana Higuchi. It is published in Japan by Hakusensha and is serialized in Hana to Yume. The manga series has 6 volumes and Tokyopop began its English publication on February 9, 2010. Mitsuru is beautiful, graceful and admired by many people, but she has a weird problem—a single, violent movement against her can get her begging sweetly for more! Her nickname M also stands for masochistic. Natsuhiko is a guy who found out Mitsuru's secret on their first day of senior high school. Even so, he has an equally bad problem—the mere glimpse of his reflection can send him into a flying fit about how beautiful he is! He is nicknamed N for narcissistic.",129,portrait of M & N is a manga by Tachibana Higuchi. it is published in Japan by Hakusensha and is serialized in Hana to Yume.,25
2338,Web Scrape,"They both hope to minimize their chances of being exposed because of their weird behaviours Written and illustrated by Tachibana Higuchi, the chapters of Portrait of M & N were serialized in the Japanese magazine Hana to Yume and collected into six tankōbon volumes by Hakusensha. The volumes were published from October 19, 2000, to August 19, 2003. On May 30, 2009, Anime News Network noted that Portrait of M & N had appeared on the Canadian Amazon.com. Tokyopop licensed the series for an English-language release in North America. Volumes 5 and 6 were never released due to Tokyopop's closure in May 2011 and the series is out of print in North America. There is a drama CD released on February 22, 2002, in Japan by the same name as the manga. The cast is as below.",137,"the chapters of Portrait of M & N were serialized in the japanese magazine. they were collected into six tankbon volumes by Hakusensha. the volumes were published from October 19, 2000, to August 19, 2003.",35
2339,Web Scrape,"Portrait of M & N ranked 18th on About.com's list of the 25 most anticipated new manga of 2010. Vestalis apicalis, or the black-tipped forest glory, is a species of damselfly belonging to the family Calopterygidae. It is found in India and Sri Lanka. V. apicalis apicalis is commonly found in the hill streams of Western Ghats. Two more subspecies are recognised; V. a. nigrescens Fraser 1929 from Sri Lanka and V. a. submontana Fraser 1934 from India. Records of V. a. submontana are from the Nilgiri Hills and Eastern Ghats. V. a. nigrescens is confined to Sri Lanka, where it appears to be quite widely distributed. V. a. submontana is now considered as a separate species Vestalis submontana. It is a large metallic emerald-green colored damselfly with brown capped yellowish green eyes. The apices of all wings are broadly tipped with blackish-brown. Female is similar to the male.",149,Vestalis apicalis is a species of damselfly belonging to the family Calopterygidae. it is commonly found in the hill streams of Western Ghats.,23
2340,Web Scrape,"Data related to Vestalis apicalis at Wikispecies Media related to Vestalis apicalis at Wikimedia Commons This article related to Calopterygoidea is a stub. You can help Wikipedia by adding missing information. Elizabeth Anita Widjaja (born 1951) is a Senior Principal Researcher of bamboo taxonomy at the Herbarium Bogoriense, Botany Division, Biological Research Centre at the Indonesian Institute of Sciences in Bogor, Indonesia. She is especially interested in Indonesian bamboo and Malesian bamboo generally, and promotes the cultivation of bamboo for the prevention of erosion. Widjaja said, of bamboo as a source of biofuel, that: It is an overwhelming source. Furthermore, it is easy to work with bamboo so research about bamboo-based biofuel should be cheaper. Bambusa lako (Timor black bamboo) was described and separated from the Indonesian black bamboo species Gigantochloa atroviolacea by Professor Widjaja in 1997, as its appearance (morphology) differed.",142,a stub is a stub related to Vestalis apicalis at Wikispecies Media. you can help Wikipedia by adding missing information.,20
2341,Web Scrape,"LovEvolution (formerly San Francisco LovEvolution and San Francisco LoveFest) was a technoparade and festival that occurred annually in the Bay Area in late September and early October. From its inception in 2004 to 2009, the parade included 25 floats and started at San Francisco's 2nd and Market Streets. The parade continued all the way to San Francisco Civic Center Plaza. The 2009 parade drew over 100,000 people. The parade has its origins in Berlin's Loveparade which began in 1989. In 2003, the city denied the parade a permit and the event moved to San Francisco. In 2004, when German organizers were able to secure permits back in Berlin, North American organizers decided to continue their own event and dubbed it the LoveFest. In 2009 the name was changed to LovEvolution to avoid confusion with a similarly named electronic music event in LA.",142,"the festival was founded in 2004 to 2009. it was a technoparade and festival that took place annually in the bay area. the parade began in 1989 and drew over 100,000 people.",32
2342,Web Scrape,"In 2009 the permit for LovEvolution was revoked by officials in San Francisco citing safety concerns. Unable to find a suitable venue after the permits were revoked the event was cancelled in 2010 and moved to Oakland the following year and became a paid event. Since 2011 the parade has not been held and its website states it is looking for a venue. Artists who have performed at LovEvolution Afterparty in previous years include Deadmau5, Above & Beyond, DJ Rap, Kaskade, ATB, Armin Van Buuren, Ferry Corsten, Gabriel & Dresden, Kyau & Albert, Deep Voices, Dave Dresden, Green Velvet, Paul Oakenfold, Guy Fieri, Christopher Lawrence, Junkie XL, Andy Moor, Bad Boy Bill, DJ Dan, Donald Glaude, Dieselboy, Aphrodite, DJ Sasha, John 00 Fleming, Eddie Halliwell, DJ Icey, Mr. Becker, Sector -7G and Robert Nickson.",134,the permit for LovEvolution was revoked in 2009. the event was cancelled in 2010 and moved to Oakland the following year. since 2011 the parade has not been held and its website states it is looking for a venue.,39
2343,Web Scrape,"The 1992 Pro Bowl was the NFL's 42nd annual all-star game which featured the outstanding performers from the 1991 season. The game was played on Sunday, February 2, 1992, at Aloha Stadium in Honolulu, Hawaii before a crowd of 50,209. The final score was NFC 21, AFC 15. Dan Reeves of the Denver Broncos led the AFC team against an NFC team coached by Detroit Lions head coach Wayne Fontes. The referee was Gerald Austin. Michael Irvin of the Dallas Cowboys was the game's MVP. Players on the winning NFC team received $10,000 apiece while the AFC participants each took home $5,000. Jung Yi-seo (Korean: 정이서; born August 13, 1993) is a South Korean actress. She is known for her roles in dramas such as Tale of the Nine Tailed (2020), Mine (2021), Snowdrop (2022), and All of Us Are Dead (2022). She has also appeared in films such.",149,"the 1992 pro bowl was the NFL is 42nd annual all-star game. the game featured the outstanding performers from the 1991 season. the final score was NFC 21, AFC 15.",30
2344,Web Scrape,"Jung Dong-hwa was born on August 13. She lived in United States from the age of 3 to 12. In her last year in primary school, her family relocated to South Korea. Due to her inability to speak fluent Korean, Jung couldn't get along well with her friends. She went to movie theater by herself and watched film A Cube of Sugar. She was moved to tears and decided that she should become an actor. Jung studied art and attended acting academy. Later, she attended Dongduk Women's University's Department of Broadcasting and Entertainment. In 2014, she made her debut in a minor role in Kundo: Age of the Rampant. Her breakthrough came after her appearance as a pizza shop owner in Bong Joon-ho's film Parasite. She scolded Ki-taek (Song Kang-ho) and Ki-woo (Choi Woo-shik) for not folding the pizza boxes properly, a brief but impactful appearance, a scene stealer.",149,Jung Dong-hwa was born on august 13. she lived in united states from the age of 3 to 12. she was moved to tears and decided that she should become an actor.,32
2345,Web Scrape,"In 2021, she appeared as supporting role in Lee Na-jeong's television drama Mine, starring Lee Bo-young and Kim Seo-hyung. She portrayed Kim Yu-yeon, an orphan who used to be a teacher at the Ilsin Foundation and the new housemaid at Cadenza. Her performance in the drama was well received. Johann Joachim Winckelmann (US: /ˈvɪŋkəlmɑːn/ VINK-əl-mahn; German: ; 9 December 1717 – 8 June 1768) was a German art historian and archaeologist. He was a pioneering Hellenist who first articulated the differences between Greek, Greco-Roman and Roman art. ""The prophet and founding hero of modern archaeology"", Winckelmann was one of the founders of scientific archaeology and first applied the categories of style on a large, systematic basis to the history of art. Many consider him the father of the discipline of art history. He was one of the first to separate Greek art into periods and time classifications.",147,Johann Joachim Winckelmann was a German art historian and archaeologist. he was one of the founders of scientific archaeology.,19
2346,Web Scrape,"He had a decisive influence on the rise of the Neoclassical movement during the late 18th century. His writings influenced not only a new science of archaeology and art history but Western painting, sculpture, literature and even philosophy. Winckelmann's History of Ancient Art (1764) was one of the first books written in German to become a classic of European literature. His subsequent influence on Gotthold Ephraim Lessing, Johann Gottfried Herder, Johann Wolfgang von Goethe, Friedrich Hölderlin, Heinrich Heine, Friedrich Nietzsche, Stefan George and Oswald Spengler has been provocatively called ""the Tyranny of Greece over Germany"". Winckelmann was homosexual, and open homoeroticism informed his writings on aesthetics. In 1752, he mentioned the ""lust"" which could be experienced with the ""divine monarch"" (i.e. Frederick the Great) in Potsdam in a similar way as in ""Athens and Sparta"", and which he could enjoy so immensely that he would never again be allowed to.",150,"Winckelmann is history of ancient art was one of the first books written in German. his subsequent influence on Gotthold Ephraim Lessing, Johann Gottfried Herder, Johann Wolfgang von Goethe, Friedrich Hölderlin, Heinrich Heine, Friedrich Nietzsche, Stefan George and even philosophy has been provocatively called the Tyranny of Greece over Germany.",50
2347,Web Scrape,"Winckelmann was born in poverty in Stendal in the Margraviate of Brandenburg. His father, Martin Winckelmann, worked as a cobbler, while his mother, Anna Maria Meyer, was the daughter of a weaver. Winckelmann's early years were full of hardship, but his academic interests pushed him forward. Later in Rome, when he had become a famous scholar, he wrote: ""One gets spoiled here; but God owed me this; in my youth I suffered too much."" Winckelmann attended the Köllnisches Gymnasium in Berlin and the Altstädtisches Gymnasium at Salzwedel, and in 1738, at the age of 21, went as a student of theology to the University of Halle. However, Winckelmann was no theologian; he had become interested in Greek classics in his youth, but soon realized that the teachers in Halle could not satisfy his intellectual interests in this field. He nonetheless devoted himself privately to Greek and followed the lectures.",149,"winckelmann was born in poverty in the margraviate of Brandenburg. his father worked as a cobbler, while his mother was the daughter of a weaver. he was no theologian; he became interested in Greek classics in his youth.",38
2348,Web Scrape,"With the intention of becoming a physician, in 1740 Winckelmann attended medical classes at Jena. He also taught languages. From 1743 to 1748, he was the deputy headmaster of the gymnasium of Seehausen in the Altmark but Winckelmann felt that work with children was not his true calling. Moreover, his means were insufficient: his salary was so low that he had to rely on his students' parents for free meals. He was thus obliged to accept a tutorship near Magdeburg. Whilst working as a tutor for the powerful Lamprecht family, he fell into unrequited love with the handsome Lamprecht son. This was one of a series of such loves throughout his life. His enthusiasm for the male form excited Winckelmann's budding admiration of ancient Greek and Roman sculpture.",128,"in 1740, Winckelmann attended medical classes at Jena. he taught languages and was the deputy headmaster of the gymnasium. he was therefore obliged to accept a tutorship near Magdeburg.",29
2349,Web Scrape,"In 1748, Winckelmann wrote to Count Heinrich von Bünau: ""ittle value is set on Greek literature, to which I have devoted myself so far as I could penetrate, when good books are so scarce and expensive"". In the same year, Winckelmann was appointed secretary of von Bünau's library at Nöthnitz, near Dresden. The library contained some 40,000 volumes. Winckelmann had read Homer, Herodotus, Sophocles, Xenophon, and Plato, but he found at Nöthnitz the works of such famous Enlightenment writers as Voltaire and Montesquieu. To leave behind the spartan atmosphere of Prussia came as a great relief for Winckelmann. His major duty involved assisting von Bünau in writing a book on the Holy Roman Empire and helping collect material for it; during this period he made several visits to the collection of antiquities at Dresden, but his description of its best paintings remained unfinished. The treasures there, nevertheless, awakened in.",149,Winckelmann was appointed secretary of von Bünau is library in 1748. he found works of famous Enlightenment writers as Voltaire and Montesquieu. he was a major duty in collecting material for the collection.,33
2350,Web Scrape,"In 1755, Winckelmann published his Gedanken über die Nachahmung der griechischen Werke in der Malerei und Bildhauerkunst (""Thoughts on the Imitation of Greek Works in Painting and Sculpture""), followed by a feigned attack on the work and a defense of its principles, ostensibly by an impartial critic. The Gedanken contains the first statement of the doctrines he afterwards developed, the ideal of ""noble simplicity and quiet grandeur"" (edle Einfalt und stille Größe) and the definitive assertion, ""he one way for us to become great, perhaps inimitable, is by imitating the ancients"". The work won warm admiration not only for the ideas it contained, but for its literary style. It made Winckelmann famous, and was reprinted several times and soon translated into French. In England, Winckelmann's views stirred discussion in the 1760s and 1770s, although it was limited to artistic circles: Henry Fuseli's English translation, entitled Reflections on the Painting.",149,"Winckelmann published his Gedanken über die Nachahmung der griechischen Werke in der Malerei und Bildhauerkunst in 1755. the Gedanken contains the first statement of the doctrines he developed. it won warm admiration not only for the ideas it contained, but for its literary style.",44
2351,Web Scrape,"In 1751, the papal nuncio in Saxony, Alberico Archinto, visited Nöthnitz and was highly impressed by Winckelmann. In 1754 Winckelmann converted to the Roman Catholic Church. Goethe concluded that Winckelmann was a pagan, while Gerhard Gietmann contended that Winckelmann ""died a devout and sincere Catholic""; either way, his conversion ultimately opened the doors of the papal library to him. On the strength of the Gedanken über die Nachahmung der Griechischen Werke, Augustus III, king of Poland and elector of Saxony, granted him a pension of 200 thalers, so that he could continue his studies in Rome. Winckelmann arrived in Rome in November 1755. His first task there was to describe the statues in the Cortile del Belvedere—the Apollo Belvedere, the Laocoön, the so-called Antinous, and the Belvedere Torso—which represented to him the ""utmost perfection of ancient sculpture"".",137,"Winckelmann converted to the Roman Catholic Church in 1754. he was a pagan, while he was a pagan. he was granted a pension of 200 thalers.",26
2352,Web Scrape,"Originally, Winckelmann planned to stay in Italy only two years with the help of the grant from Dresden, but the outbreak of the Seven Years' War (1756–1763) changed his plans. He was named librarian to Cardinal Passionei, who was impressed by Winckelmann's beautiful Greek writing and showed him much kindness. Winckelmann also became librarian to Alberico Archinto, who had returned to Rome and become Cardinal Archinto. After the deaths of the two cardinals, Winckelmann was hired as librarian in the house of Alessandro Cardinal Albani, who was forming his magnificent collection of antiquities in the villa at Porta Salaria. With the aid of his new friend, the painter Anton Raphael Mengs (1728–79), with whom he first lived in Rome, Winckelmann devoted himself to the study of Roman antiquities and gradually acquired an unrivalled knowledge of ancient art. Winckelmann's method of careful observation allowed him to identify Roman copies of.",149,"Winckelmann was named librarian to Cardinal Passionei. he was impressed by his Greek writing and showed him kindness. he also became librarian to Alberico Archinto, who had returned to Rome.",30
2353,Web Scrape,"In 1760, Winckelmann's Description des pierres gravées du feu Baron de Stosch appeared, followed in 1762 by his Anmerkungen über die Baukunst der Alten (""Observations on the Architecture of the Ancients""), which included an account of the temples at Paestum. In 1758 and 1762, he visited Naples to observe the archaeological excavations being conducted at Pompeii and Herculaneum. ""Despite his association with Albani, Winckelmann steered clear of the shady world of art dealing which had compromised the scholarly respectability of such brilliant, if much less systematic antiquarians as Francesco Ficoroni and the Baron Stosch."" Winckelmann's poverty may have played a part: the trade in antiquities was an expensive and speculative game. In 1763, with Albani's advocacy, he was appointed Pope Clement XIII's Prefect of Antiquities.",125,Winckelmann visited Naples in 1760 to observe the excavations. he was appointed Pope clement XIII is prefect of Antiquities.,19
2354,Web Scrape,"From 1763, while retaining his position with Albani, Winckelmann worked as a prefect of antiquities (Prefetto delle Antichità) and scriptor (Scriptor linguae teutonicae) of the Vatican. Winckelmann visited Naples again, in 1765 and 1767, and wrote for the use of the electoral prince and princess of Saxony his Briefe an Bianconi, which were published, eleven years after his death, in the Antologia romana. Winckelmann contributed various essays to the Bibliothek der schönen Wissenschaften; and, in 1766, published his Versuch einer Allegorie. Of much greater importance was the work entitled Monumenti antichi inediti (""Unpublished monuments of antiquity"", 1767–1768), prefaced by a Trattato preliminare, which presented a general sketch of the history of art. The plates in this work are representations of objects which had either been falsely explained or not explained at all. Winckelmann's explanations were of tremendous use to the future science of archaeology, by showing through observational method.",149,Winckelmann worked as prefect of antiquities and scriptor of the Vatican. he wrote for the use of the electoral prince and princess of Saxony his Briefe an Bianconi.,28
2355,Web Scrape,"Winckelmann's masterpiece, the Geschichte der Kunst des Alterthums (""The History of Art in Antiquity""), published in 1764, was soon recognized as a permanent contribution to European literature. In this work, ""Winckelmann's most significant and lasting achievement was to produce a thorough, comprehensive and lucid chronological account of all antique art—including that of the Egyptians and Etruscans."" This was the first work to define in the art of a civilization an organic growth, maturity, and decline. Here, it included the revelatory tale told by a civilization's art and artifacts—these, if we look closely, tell us their own story of cultural factors, such as climate, freedom, and craft. Winckelmann sets forth both the history of Greek art and of Greece. He presents a glowing picture of the political, social, and intellectual conditions which he believed tended to foster creative activity in ancient Greece.",141,"the Geschichte der Kunst des Alterthums was published in 1764. it was the first work to define in the art of a civilization an organic growth, maturity, and decline. it included the revelatory tale told by a civilization is art and artifacts.",42
2356,Web Scrape,"The fundamental idea of Winckelmann's artistic theories are that the goal of art is beauty, and that this goal can be attained only when individual and characteristic features are strictly subordinated to an artist's general scheme. The true artist, selecting from nature the phenomena suited to his purpose and combining them through the exercise of his imagination, creates an ideal type in which normal proportions are maintained, and particular parts, such as muscles and veins, are not permitted to break the harmony of the general outlines. In 1768, Winckelmann journeyed north over the Alps, but Tyrol depressed him and he decided to return to Italy. However, his friend, the sculptor and restorer Bartolomeo Cavaceppi, managed to persuade him to travel to Munich and Vienna, where he was received with honor by Maria Theresa. On his way back, he was murdered in Trieste on 8 June 1768 in a hotel.",149,"the true artist selects from nature the phenomena suited to his purpose. the true artist creates an ideal type in which normal proportions are maintained. particular parts, such as muscles and veins, are not permitted to break the harmony of the general outlines.",43
2357,Web Scrape,"Winckelmann was buried in the churchyard of Trieste Cathedral. Domenico Rossetti De Scander and Cesare Pagnini documented the last week of Winckelmann's life; Heinrich Alexander Stoll translated the Italian document, the so-called ""Mordakte Winckelmann"", into German. Winckelmann's writings are key to understanding the modern European discovery of ancient (sometimes idealized) Greece, neoclassicism, and the doctrine of art as imitation (Nachahmung). The mimetic character of art that imitates but does not simply copy, as Winckelmann restated it, is central to any interpretation of Enlightenment classical idealism. Winckelmann stands at an early stage of the transformation of taste in the late 18th century. Winckelmann's study Sendschreiben von den Herculanischen Entdeckungen (""Letter about the Discoveries at Herculaneum"") was published in 1762, and two years later Nachrichten von den neuesten Herculanischen Entdeckungen (""Report on the Latest Discoveries at Herculaneum""). From these, scholars obtained their first real information about the excavations at Pompeii.",148,"Winckelmann was buried in the churchyard of Trieste cathedral. his writings are key to understanding the modern European discovery of ancient Greece, neoclassicism, and the doctrine of art as imitation.",30
2358,Web Scrape,"His major work, Geschichte der Kunst des Alterthums (1764, ""The History of Ancient Art""), deeply influenced contemporary views of the superiority of Greek art. It was translated into French in 1766 and later into English and Italian. Among others, Gotthold Ephraim Lessing based many of the ideas in his Laocoön (1766) on Winckelmann's views on harmony and expression in the visual arts. In the historical portions of his writings, Winckelmann used not only the works of art he himself had studied but the scattered notices on the subject to be found in ancient writers; and his wide knowledge and active imagination enabled him to offer many fruitful suggestions as to periods about which he had little direct information. To the still existing works of art, he applied a minute empirical scrutiny. Many of his conclusions, based on inadequate evidence of Roman copies, would be modified or reversed by subsequent researchers.",150,Gotthold Ephraim Lessing based many of the ideas in his Laocoön on Winckelmann is views on harmony and expression in the visual arts. he applied a minute empirical scrutiny to the still existing works of art.,36
2359,Web Scrape,"Winckelmann's historical standing is best illustrated by the countless honors he received after his death. One of these is a medal published in a French medal series for illustrious men struck in 1819. Today, Humboldt University of Berlin's Winckelmann Institute is dedicated to the study of classical archaeology. The most accessible editions of selected works, in condensed forms, are David Irwin, Winckelmann: Selected Writings on Art (London: Phaidon) 1972, and David Carter, Johann Joachim Winckelmann on Art, Architecture, and Archaeology (Camden House) 2013, and the critical edition is Walther Rehm and Hellmut Sichtermann , eds., Kleine Schriften, Vorreden, Entwürfe (Berlin), 1968. Lok Wah Estate (Chinese: 樂華邨; Jyutping: lok6 waa4 cyun1) is a public housing estate located in Ngau Tau Kok, Kwun Tong, Kowloon, Hong Kong.",125,"the most accessible editions of selected works, in condensed forms, are David Irwin, Winckelmann: Selected Writings on Art 1972. the critical edition is Walther Rehm and Hellmut Sichtermann.",28
2360,Web Scrape,"Lok Nga Court (樂雅苑) is a Home Ownership Scheme court adjacent to Lok Wah Estate. It has six blocks built in 1984. Lok Wah Estate is located on Chun Wah Road, in the northern Kwun Tong Town Central. It sits on Dragon Hill (龍山), the top of which was levelled over the course of site formation for the estate, to the point where the hill is no longer labelled on maps, but rather appears as the lower slope of Crocodile Hill (鱷魚山). The estate is located in a valley between Crocodile Hill and the significantly taller Shum Wan Shan (沈雲山). The estate is divided into two parts: Lok Wah South Estate (樂華南邨) and Lok Wah North Estate (樂華北邨), together with 14 blocks of residential buildings. These rental estates are integrated with Lok Nga Court, a six block Home Ownership Scheme estate.",141,"Lok Wah Estate is located on Chun Wah Road, in the northern Kwun Tong Town Central. it sits on Dragon Hill , the top of which was levelled over course of site formation for the estate. the estate is divided into two parts: Lok Wah South Estate and Lok Wah North Estate.",52
2361,Web Scrape,"Lok Wah Estate was planned and developed in the late 1970s and completed during the early 1980s. Before that, another housing village, Fook Wah Estate (復華村), was located on the same site since the 1950s, providing provisional housing to labourers working in the factories of Kwun Tong. Chun Wah Road was realigned over the course of Lok Wah Estate's construction. The Housing Authority's Building Committee approved a tender for the construction of the first two blocks of Lok Wah Estate, worth $89 million, in 1980. In addition to the two 19-storey blocks housing 2,060 flats, the contract included construction of the market and the primary school. A tender worth $146 million was approved in 1981 for the construction of Lok Nga Court. This Home Ownership Scheme estate comprises six residential ""flexi"" blocks and a four-storey car park with indoor games hall on top.",143,the housing village was built in the late 1970s and completed during the 1980s. the first two blocks of Lok Wah Estate were realigned over the course of construction. the contract included construction of the market and the primary school.,40
2362,Web Scrape,"The first phase of the estate (comprising the two rental housing blocks, primary school, and market) opened in 1982 as the Housing Authority's ""109th public rental estate"". An official opening ceremony was held for the completed estate on 6 December 1985. Governor Sir Edward Youde was supposed to officiate at this event but was suffering from the flu, and so the ceremony was instead held by Sir David Akers-Jones. Some of the first tenants were resettled residents of Temporary Housing Areas, which owing to inadequate living conditions the Housing Department was attempting to replace with modern estates. In line with the trend of diminishing household sizes across Hong Kong over the decades, the population of Lok Wah Estate has declined. Lok Wah Estate was designed to house over 42,000 people. According to the District Council Election 2003, the estimated population in Lok Wah Estate was around 31,500.",147,the first phase of the estate opened in 1982 as the housing Authority is 109th public rental estate the first phase of the estate opened in 1982. the first phase of the estate was completed on 6 December 1985.,39
